object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,broadcast_standard,title.language,place_of_publication,title_primary,alt_titles,accessory_type
9228,Dragon Quest III Soshite Densetsu he...;ドラゴンクエストIII そして伝説へ…;Dragon Quest 3 Soshite Densetsu he...;Dragon Quest III The Seeds of Salvation;Dragon Warrior III,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Dragon Quest III Soshite Densetsu he...,ドラゴンクエストIII そして伝説へ…|Dragon Quest 3 Soshite Densetsu he...|Dragon Quest III The Seeds of Salvation|Dragon Warrior III,
9229,Magic Knight Rayearth Mahou Kishi;マジックナイト レイアース 魔法騎士;Mahou Kishi Rayearth,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Magic Knight Rayearth Mahou Kishi,マジックナイト レイアース 魔法騎士|Mahou Kishi Rayearth,
9230,CB Chara Wars Ushinawareta Gag;CBキャラウォーズ 失われたギャ〜グ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,CB Chara Wars Ushinawareta Gag,CBキャラウォーズ 失われたギャ〜グ,
9231,Ashita no Joe;あしたのジョー;Tomorrow's Joe,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Ashita no Joe,あしたのジョー|Tomorrow's Joe,
9232,Der Langrisser;デア ラングリッサー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Der Langrisser,デア ラングリッサー,
9233,SD Kidou Senshi Gundam 2;SD機動戦士ガンダム2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,SD Kidou Senshi Gundam 2,SD機動戦士ガンダム2,
9234,Rockman X2;ロックマンエックス2;Rock Man X2;Mega Man X2,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Rockman X2,ロックマンエックス2|Rock Man X2|Mega Man X2,
9235,Rockman X;ロックマンエックス;Rock Man X;Mega Man X,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Rockman X,ロックマンエックス|Rock Man X|Mega Man X,
9242,SD The Great Battle Aratanaru Chousen;SD ザ・グレイトバトル 新たなる挑戦,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,SD The Great Battle Aratanaru Chousen,SD ザ・グレイトバトル 新たなる挑戦,
9243,Kaizou Shubibinman Zero;改造町人シュビビンマン零;Cyber Citizen Shockman Zero,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Kaizou Shubibinman Zero,改造町人シュビビンマン零|Cyber Citizen Shockman Zero,
9244,Dragon Slayer Eiyuu Densetsu;ドラゴンスレイヤー英雄伝説;Dragon Slayer The Legend of Heroes,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Dragon Slayer Eiyuu Densetsu,ドラゴンスレイヤー英雄伝説|Dragon Slayer The Legend of Heroes,
9245,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits;バイク大好き！走り屋 魂;Bike Daisuki! Hashiriya Tamashii Rider's Spirits;Bike Daisuki! Hashiriya Kon Rider's Spirits;Bike Daisuki Hashiri ya Tamashii;Bike Daisuki! Hashiriya Damashii,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits,バイク大好き！走り屋 魂|Bike Daisuki! Hashiriya Tamashii Rider's Spirits|Bike Daisuki! Hashiriya Kon Rider's Spirits|Bike Daisuki Hashiri ya Tamashii|Bike Daisuki! Hashiriya Damashii,
9246,Heracles no Eikou III Kamigami no Chinmoku;ヘラクレスの栄光III 神々の沈黙;Herakles no Eikou III Kamigami no Chinmoku;Heracles no Eikou 3 Kamigami no Chinmoku;The Glory of Heracles 3 Silence of the Gods,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Heracles no Eikou III Kamigami no Chinmoku,ヘラクレスの栄光III 神々の沈黙|Herakles no Eikou III Kamigami no Chinmoku|Heracles no Eikou 3 Kamigami no Chinmoku|The Glory of Heracles 3 Silence of the Gods,
9247,Tiny Toon Adventures;タイニートゥーン アドベンチャーズ;Tiny Toon Adventures Buster Busts Loose,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Tiny Toon Adventures,タイニートゥーン アドベンチャーズ|Tiny Toon Adventures Buster Busts Loose,
9248,NBA Jam T.E. Tournament Edition;NBA ジャム トーナメントエディション;NBA Jam Tournament Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,NBA Jam T.E. Tournament Edition,NBA ジャム トーナメントエディション|NBA Jam Tournament Edition,
9250,Super Bomberman 4;スーパーボンバーマン4;Super Bomber Man 4,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Bomberman 4,スーパーボンバーマン4|Super Bomber Man 4,
9253,Chou Makaimura;超魔界村;チョウマカイムラ;Super Demon World Village;Chohmakaimura;Super Ghouls 'n Ghosts,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan,Chou Makaimura,超魔界村|チョウマカイムラ|Super Demon World Village|Chohmakaimura|Super Ghouls 'n Ghosts,soundtrack
9256,King of the Monsters;キング・オブ・ザ・モンスターズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,King of the Monsters,キング・オブ・ザ・モンスターズ,
9257,Albert Odyssey;アルバートオデッセイ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Albert Odyssey,アルバートオデッセイ,
9261,Nintama Rantarou 2;忍たま乱太郎2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Nintama Rantarou 2,忍たま乱太郎2,
9263,Estpolis Denki II;エストポリス伝記II;Estpolis Denki 2;Lufia II Rise of the Sinistrals,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Estpolis Denki II,エストポリス伝記II|Estpolis Denki 2|Lufia II Rise of the Sinistrals,
9267,Final Fantasy USA Mystic Quest;ミスティック クエスト ファイナル ファンタジー;Final Fantasy Mystic Quest;Mystic Quest Legend,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Final Fantasy USA Mystic Quest,ミスティック クエスト ファイナル ファンタジー|Final Fantasy Mystic Quest|Mystic Quest Legend,
9269,Dragon Quest VI Maboroshi no Daichi;ドラゴンクエストVI 幻の大地;Dragon Quest 4 Maboroshi no Daichi;Dragon Quest VI Realms of Revelation;Dragon Quest VI Land of Illusion,Game Title Alternative;Game Title;Game Title Alternative;;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Dragon Quest VI Maboroshi no Daichi,ドラゴンクエストVI 幻の大地|Dragon Quest 4 Maboroshi no Daichi|Dragon Quest VI Realms of Revelation|Dragon Quest VI Land of Illusion,
9277,Tecmo Super NBA Basketball;テクモスーパーNBAバスケットボール,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Tecmo Super NBA Basketball,テクモスーパーNBAバスケットボール,
9283,Doraemon Nobita to Yousei no Kuni;ドラえもん のび太と妖精の国;Doraemon Nobita to Yosei no Kuni,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Doraemon Nobita to Yousei no Kuni,ドラえもん のび太と妖精の国|Doraemon Nobita to Yosei no Kuni,
9289,Cameltry;キャメルトライ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Cameltry,キャメルトライ,
9290,Syndicate;シンジケート,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Syndicate,シンジケート,
9291,Super Volley II;スーパーバレーII;Super Volley 2;Super Volleyball 2;Hyper V-Ball,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Super Volley II,スーパーバレーII|Super Volley 2|Super Volleyball 2|Hyper V-Ball,
9305,Super Puyo Puyo;す〜ぱ〜ぷよぷよ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Puyo Puyo,す〜ぱ〜ぷよぷよ,
9306,Feda The Emblem Of Justice;フェーダ エンブレム・オブ・ジャスティス;The Emblem Of Justice Feda,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Feda The Emblem Of Justice,フェーダ エンブレム・オブ・ジャスティス|The Emblem Of Justice Feda,
9307,Mother 2 Gyiyg no Gyakushuu;Mother 2 ギーグの逆襲;マザー2 ギーグの逆襲;Mother 2 Gīgu no Gyakushū;Mother 2 Giygas' Counterattack;EarthBound,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan,Mother 2 Gyiyg no Gyakushuu,Mother 2 ギーグの逆襲|マザー2 ギーグの逆襲|Mother 2 Gīgu no Gyakushū|Mother 2 Giygas' Counterattack|EarthBound,
9308,ActRaiser;アクトレイザー;Act Raiser,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,ActRaiser,アクトレイザー|Act Raiser,
9309,King of the Monsters 2 The Next Thing;キング・オブ・ザ・モンスターズ2;The Next Thing King of the Monsters 2;King of the Monsters 2,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,King of the Monsters 2 The Next Thing,キング・オブ・ザ・モンスターズ2|The Next Thing King of the Monsters 2|King of the Monsters 2,
9310,Bakukyu Rennpatsu!! Super B-Daman;爆球連発！！スーパービーダマン;Baku-Kyu Rennpatsu Super B-Daman;Bakukyuu Renpatsu! Super B-Daman,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Bakukyu Rennpatsu!! Super B-Daman,爆球連発！！スーパービーダマン|Baku-Kyu Rennpatsu Super B-Daman|Bakukyuu Renpatsu! Super B-Daman,
9311,Nekketsu Tairiku Burning Heroes;熱血大陸 バーニング ヒーローズ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Nekketsu Tairiku Burning Heroes,熱血大陸 バーニング ヒーローズ,
9312,2020 Super Baseball;2020年 スーパーベースボール;２０２０年スーパー・ベースボール;Super Baseball 2020,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,2020 Super Baseball,2020年 スーパーベースボール|２０２０年スーパー・ベースボール|Super Baseball 2020,
9313,Super Tetris 3;スーパーテトリス3,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Tetris 3,スーパーテトリス3,
9314,Aqutallion;アクタリオン;Tecmo Secret of the Stars,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Aqutallion,アクタリオン|Tecmo Secret of the Stars,
9316,Ranma ½ Chounai Gekitou Hen;らんま1/2 町内激闘篇;Ranma 1/2 Chounai Gekitou Hen;Ranma 1-2 Chounai Gekitou Hen;Ranma Nibunnoichi Chonai Gekitou Hen,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Ranma ½ Chounai Gekitou Hen,らんま1/2 町内激闘篇|Ranma 1/2 Chounai Gekitou Hen|Ranma 1-2 Chounai Gekitou Hen|Ranma Nibunnoichi Chonai Gekitou Hen,
9318,Super Tetris 2 + Bombliss Gentei Han;スーパーテトリス2＋ボンブリス 限定版;Super Tetris 2 + Bombliss Gentai Han;Super Tetris 2 + Bombliss Gentei Ban;Super Tetris 2 + Bombliss Limited Edition,Game Title Alternative;Game Title;;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Super Tetris 2 + Bombliss Gentei Han,スーパーテトリス2＋ボンブリス 限定版|Super Tetris 2 + Bombliss Gentai Han|Super Tetris 2 + Bombliss Gentei Ban|Super Tetris 2 + Bombliss Limited Edition,
9321,Rudra no Hihou;ルドラの秘宝;Rudora no Hihou;Treasure of the Rudras,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Rudra no Hihou,ルドラの秘宝|Rudora no Hihou|Treasure of the Rudras,
9322,Bomberman B-Daman;ボンバーマン ビーダマン;Bomber Man B-Daman,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Bomberman B-Daman,ボンバーマン ビーダマン|Bomber Man B-Daman,
9323,Spindizzy Worlds;スピンディジーワールド,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Spindizzy Worlds,スピンディジーワールド,
9324,GP-1;GP1,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,GP-1,GP1,
9326,Bahamut Lagoon;バハムート ラグーン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Bahamut Lagoon,バハムート ラグーン,
9328,Slap Stick;スラップスティック;Robotrek;Slapstick,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Slap Stick,スラップスティック|Robotrek|Slapstick,
9329,Super Puyo Puyo 2;す〜ぱ〜ぷよぷよ通;Super Puyo Puyo Tsuu,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Puyo Puyo 2,す〜ぱ〜ぷよぷよ通|Super Puyo Puyo Tsuu,
9330,Slayers;スレイヤーズ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Slayers,スレイヤーズ,
9331,Monster Maker III Hikari no Majutsushi;モンスターメーカー3 光の魔術士;Monster Maker 3 Hikari no Majyutsushi;Monster Maker III Hikari no Majyutsushi;Monster Maker III Hikaru no Majutsushi,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Monster Maker III Hikari no Majutsushi,モンスターメーカー3 光の魔術士|Monster Maker 3 Hikari no Majyutsushi|Monster Maker III Hikari no Majyutsushi|Monster Maker III Hikaru no Majutsushi,
9358,Super Shanghai Dragon's Eye;スーパー上海ドラゴンズアイ;Dragon's Eye Super Shanghai;Dragon's Eye Super Shanghai;Shanghai II Dragon's Eye;Shanghai 2 Dragon's Eye,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan,Super Shanghai Dragon's Eye,スーパー上海ドラゴンズアイ|Dragon's Eye Super Shanghai|Dragon's Eye Super Shanghai|Shanghai II Dragon's Eye|Shanghai 2 Dragon's Eye,
9393,Super Street Fighter II The New Challengers;スーパーストリートファイターII ザ ニューチャレンジャーズ;Super Street Fighter 2 The New Challengers,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Street Fighter II The New Challengers,スーパーストリートファイターII ザ ニューチャレンジャーズ|Super Street Fighter 2 The New Challengers,
9401,Tetris Battle Gaiden;テトリスバトル 武闘外伝,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Tetris Battle Gaiden,テトリスバトル 武闘外伝,
9414,Sandra no Daibouken Valkyrie Tono Deai;サンドラの大冒険 ワルキューレとの出逢い;Xandra no Daibouken Valkyrie to no Deai;Sandro no Daibouken Valkyrie Tono Deai;Whirlo,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;;,Japan,Sandra no Daibouken Valkyrie Tono Deai,サンドラの大冒険 ワルキューレとの出逢い|Xandra no Daibouken Valkyrie to no Deai|Sandro no Daibouken Valkyrie Tono Deai|Whirlo,
