object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,title_primary,alt_titles,accessory_type
79,Super Metroid;Metroid 3,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Metroid,Metroid 3,
80,The Legend of Zelda A Link To The Past;Zelda 3,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Legend of Zelda A Link To The Past,Zelda 3,
81,Lagoon,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Lagoon,,
83,The Lost Vikings,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Lost Vikings,,soundtrack
85,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Terranigma,,
86,Equinox,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Equinox,,
87,Prince of Persia,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Prince of Persia,,
88,Actraiser,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Actraiser,,
91,Secret of Mana,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Secret of Mana,,
93,Illusion of Time,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Illusion of Time,,
94,Soul Blazer,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Soul Blazer,,
1798,Super Star Wars Return of the Jedi,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Star Wars Return of the Jedi,,
1800,The Blues Brothers,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Blues Brothers,,
1802,Total Carnage,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Total Carnage,,
1803,Lucky Luke,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Lucky Luke,,
1804,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Jurassic Park,,
1805,Mystic Quest Legend;Final Fantasy Mystic Quest;Final Fantasy USA Mystic Quest,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mystic Quest Legend,Final Fantasy Mystic Quest|Final Fantasy USA Mystic Quest,
1806,Wolverine Adamantium Rage,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Wolverine Adamantium Rage,,
1807,Super Goal!;Goal!;Super Cup Soccer,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Goal!,Goal!|Super Cup Soccer,
1810,Aguri Suzuki F-1 Super Driving;Aguri Suzuki F1 Super Driving;F-1 Aguri Suzuki Super Driving;Redline F-1 Racer;Redline F1 Racer;Suzuki Aguri no F-1 Super Driving,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Aguri Suzuki F-1 Super Driving,Aguri Suzuki F1 Super Driving|F-1 Aguri Suzuki Super Driving|Redline F-1 Racer|Redline F1 Racer|Suzuki Aguri no F-1 Super Driving,
1811,Super Adventure Island,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Adventure Island,,
1813,NBA All-Star Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,NBA All-Star Challenge,,
1815,Zoop,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Zoop,,
1816,Art of Fighting,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Art of Fighting,,
1818,Mickey Mania;Mickey Mania The Timeless Adventures of Mickey Mouse,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mickey Mania,Mickey Mania The Timeless Adventures of Mickey Mouse,
1819,Yogi Bear's Cartoon Capers;Yogi Bear;Adventures of Yogi Bear,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Yogi Bear's Cartoon Capers,Yogi Bear|Adventures of Yogi Bear,
1821,Cutthroat Island,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Cutthroat Island,,
1822,Vortex,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Vortex,,
1824,Archer Maclean's Super Dropzone;Super Dropzone,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Archer Maclean's Super Dropzone,Super Dropzone,
1825,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Killer Instinct,,
1828,Wario's Woods,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Wario's Woods,,
1829,Kevin Keegan's Player Manager,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Kevin Keegan's Player Manager,,
1830,SimCity,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,SimCity,,
1831,Pac-Man 2 The New Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pac-Man 2 The New Adventures,,
1832,Unirally;Uniracers,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Unirally,Uniracers,
1833,Astérix & Obelix;Asterix and Obelix,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Astérix & Obelix,Asterix and Obelix,
1834,Populous,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Populous,,
1835,Plok,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Plok,,
1836,Pac-Attack;Cosmo Gang the Puzzle,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pac-Attack,Cosmo Gang the Puzzle,
1837,Kuifje in Tibet;Tintin in Tibet,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Kuifje in Tibet,Tintin in Tibet,
1838,Looney Tunes Road Runner;Road Runner's Death Valley Rally;Road Runner vs. Wile E. Coyote,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Looney Tunes Road Runner,Road Runner's Death Valley Rally|Road Runner vs. Wile E. Coyote,
1839,Eric Cantona Football Challenge;Striker;World Soccer '94 Road to Glory;World Soccer,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Eric Cantona Football Challenge,Striker|World Soccer '94 Road to Glory|World Soccer,
1840,Super Hockey;NHL Stanley Cup,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Hockey,NHL Stanley Cup,
1841,Super Tennis;Super Tennis World Circuit,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Tennis,Super Tennis World Circuit,
1842,The Incredible Hulk,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Incredible Hulk,,
1843,Nigel Mansell's World Championship;Nigel Mansell's World Championship Racing;Nigel Mansell's F-1 Challenge,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Nigel Mansell's World Championship,Nigel Mansell's World Championship Racing|Nigel Mansell's F-1 Challenge,
1844,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Mario World,,
1845,Winter Olympics;Winter Olympics Lillehammer '94;Winter Olympic Games Lillehammer '94,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Winter Olympics,Winter Olympics Lillehammer '94|Winter Olympic Games Lillehammer '94,
1846,World League Basketball;NCAA Basketball;Super Dunk Shot,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,World League Basketball,NCAA Basketball|Super Dunk Shot,
1847,World Heroes,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,World Heroes,,
1848,Stargate,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Stargate,,
1849,Pushover,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pushover,,
1850,Super Mario Kart,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Mario Kart,,
1851,Champions World Class Endorsed by PSG;Champions World Class Endorsed by Paris Saint-Germain;Champions World Class Soccer;PSG Champions World Class Soccer;Champions World Class Soccer PSG,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Champions World Class Endorsed by PSG,Champions World Class Endorsed by Paris Saint-Germain|Champions World Class Soccer|PSG Champions World Class Soccer|Champions World Class Soccer PSG,
1852,Super Street Fighter II;Super Street Fighter II The New Challengers,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Street Fighter II,Super Street Fighter II The New Challengers,
1853,King Arthur's World;Royal Conquest,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,King Arthur's World,Royal Conquest,
1854,Illusion of Time;Illusion of Gaia;Gaia Gensouki,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Illusion of Time,Illusion of Gaia|Gaia Gensouki,
1855,On the Ball;Cameltry,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,On the Ball,Cameltry,
1856,Arkanoid;Arkanoid Doh It Again,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Arkanoid,Arkanoid Doh It Again,
1857,The Legend of Zelda A Link to the Past;Zelda no Densetsu Kamigami no Triforce,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Legend of Zelda A Link to the Past,Zelda no Densetsu Kamigami no Triforce,
1858,Kick Off 3 European Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Kick Off 3 European Challenge,,
1859,Micro Machines 2 Turbo Tournament,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Micro Machines 2 Turbo Tournament,,
1860,Virtual Soccer;J.League Super Soccer,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Virtual Soccer,J.League Super Soccer,
1861,John Madden Football '93;John Madden Football 93;Pro Football '93,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,John Madden Football '93,John Madden Football 93|Pro Football '93,
1862,WWF Super WrestleMania;Super WrestleMania,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,WWF Super WrestleMania,Super WrestleMania,
1863,Mortal Kombat II;Mortal Kombat 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mortal Kombat II,Mortal Kombat 2,
1864,Super International Cricket,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super International Cricket,,
1865,Stunt Race FX;Wild Trax,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Stunt Race FX,Wild Trax,
1866,Warlock,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Warlock,,
1867,Kirby's Dream Course;Kirby Bowl,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Kirby's Dream Course,Kirby Bowl,
1868,Michael Jordan Chaos in the Windy City,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Michael Jordan Chaos in the Windy City,,
1869,Last Action Hero,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Last Action Hero,,
1870,Blazing Skies;Wings 2 Aces High;Sky Mission,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Blazing Skies,Wings 2 Aces High|Sky Mission,
1871,Paperboy 2,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Paperboy 2,,
1872,Pink Goes to Hollywood;Pink Panther,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pink Goes to Hollywood,Pink Panther,
1873,Aero the Acro-Bat,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Aero the Acro-Bat,,
1874,Doom,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Doom,,
1875,Magic Boy,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Magic Boy,,
1876,Kid Klown in Crazy Chase,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Kid Klown in Crazy Chase,,
1877,Astérix,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Astérix,,
1878,Les Schtroumpfs autour du monde;De Smurfen Verkennen de wereld;The Smurfs Travel the World,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Les Schtroumpfs autour du monde,De Smurfen Verkennen de wereld|The Smurfs Travel the World,
1879,Rival Turf!;Rushing Beat,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Rival Turf!,Rushing Beat,
1880,The Incredible Crash Dummies;The Incredible Crash Dummies Slick Bouya no Daichousen,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Incredible Crash Dummies,The Incredible Crash Dummies Slick Bouya no Daichousen,
1881,Tetris & Dr. Mario;Tetris & Dr Mario;Tetris and Dr. Mario;Tetris and Doctor Mario,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Tetris & Dr. Mario,Tetris & Dr Mario|Tetris and Dr. Mario|Tetris and Doctor Mario,
1882,Kirby's Ghost Trap;Kirby's Avalanche;Super Puyo Puyo,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Kirby's Ghost Trap,Kirby's Avalanche|Super Puyo Puyo,soundtrack
3462,Mystic Quest Legend;Final Fantasy Mystic Quest;Final Fantasy USA Mystic Quest,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mystic Quest Legend,Final Fantasy Mystic Quest|Final Fantasy USA Mystic Quest,
19741,The Legend of Zelda A Link to the Past,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Legend of Zelda A Link to the Past,,
19743,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Terranigma,,
19744,Actraiser,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Actraiser,,
19746,Mario Paint,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mario Paint,,
19747,Urban Strike The Sequel to Jungle Strike,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Urban Strike The Sequel to Jungle Strike,,
19749,SimCity,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,SimCity,,
19750,Earthworm Jim,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Earthworm Jim,,
19751,Zero the Kamikaze Squirrel,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Zero the Kamikaze Squirrel,,
19752,Super Star Wars,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Star Wars,,
19755,Arkanoid;Arkanoid: Doh it Again,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Arkanoid,Arkanoid: Doh it Again,
19757,Archer Maclean's Super Dropzone,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Archer Maclean's Super Dropzone,,
19758,Turn and Burn No-Fly Zone,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Turn and Burn No-Fly Zone,,
19759,Addams Family Values,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Addams Family Values,,
19760,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Killer Instinct,,
19761,Batman Forever,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Batman Forever,,
19763,Garry Kitchen's Super Battletank,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Garry Kitchen's Super Battletank,,
19764,Williams Arcade's Greatest Hits,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Williams Arcade's Greatest Hits,,
19765,Unirally,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Unirally,,
19766,Earthworm Jim 2,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Earthworm Jim 2,,
19767,Super Adventure Island,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Adventure Island,,
19768,Bubsy In: Claws Encounters of the Furred Kind,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Bubsy In: Claws Encounters of the Furred Kind,,
19769,Choplifter III,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Choplifter III,,
19770,Foreman for Real,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Foreman for Real,,
19771,Worms,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Worms,,
19772,Super Tennis,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Tennis,,
19773,Astérix & Obelix,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Astérix & Obelix,,
19774,B.O.B.;BOB,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,B.O.B.,BOB,
19775,Super Double Dragon,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Double Dragon,,
19778,Battle Clash,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Battle Clash,,
19779,Theme Park,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Theme Park,,
19782,Prince of Persia,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Prince of Persia,,
19783,Winter Olympics Lillehammer 94,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Winter Olympics Lillehammer 94,,
19784,Street Racer,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Street Racer,,
19785,Toy Story;Disney's Toy Story,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Toy Story,Disney's Toy Story,
19786,King Arthur's World,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,King Arthur's World,,
19787,Stunt Race FX,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Stunt Race FX,,
19788,The Magical Quest Starring Mickey Mouse;Disney's Magical Quest,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Magical Quest Starring Mickey Mouse,Disney's Magical Quest,
19789,Magic Sword,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Magic Sword,,
19790,The Simpsons Bart's Nightmare,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Simpsons Bart's Nightmare,,
19791,Pitfall The Mayan Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pitfall The Mayan Adventure,,
19792,U.N. Squadron;UN Squadron,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,U.N. Squadron,UN Squadron,
19793,Joe & Mac Caveman Ninja,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Joe & Mac Caveman Ninja,,
19794,Dragon's Lair; Sullivan Bluth Presents Dragon's Lair,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Dragon's Lair,Sullivan Bluth Presents Dragon's Lair,
19796,Doom,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Doom,,
19799,Super Star Wars Return of the Jedi,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Star Wars Return of the Jedi,,
19801,Spirou,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Spirou,,
19808,The Great Circus Mystery Starring Mickey & Minnie;Disney's Magical Quest 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Great Circus Mystery Starring Mickey & Minnie,Disney's Magical Quest 2,
19810,Pinocchio,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pinocchio,,
19812,Super Punch-Out!!,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Punch-Out!!,,
19813,Power Drive,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Power Drive,,
19814,Street Fighter Alpha 2,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Street Fighter Alpha 2,,
19816,Pinball Dreams,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pinball Dreams,,
19817,Double Dragon V The Shadow Falls;Double Dragon 5,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Double Dragon V The Shadow Falls,Double Dragon 5,
19818,Zombies;Zombies Ate my Neighbors,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Zombies,Zombies Ate my Neighbors,
19819,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Jurassic Park,,
19821,The Mask,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Mask,,
